week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color,winner_team_clean,loser_team_clean,winner_conference,loser_conference
2,"Saturday, September 07, 2019",Arizona,65,,home,#00205B,#001948,Northern Ariz.,41,,away,#00205B,#001948,Arizona,Northern Ariz.,Pac-12,
2,"Sunday, September 08, 2019",Hawaii,31,,home,#154734,#103829,Oregon St.,28,,away,#DC4405,#b03604,Hawaii,Oregon State,Mountain West,Pac-12
3,"Friday, September 13, 2019",Wake Forest,24,,home,#010101,#000,North Carolina,18,,away,#7BAFD4,#628ca9,Wake Forest,North Carolina,Atlantic Coast,Atlantic Coast
3,"Friday, September 13, 2019",Kansas,48,,away,#003DA5,#003084,Boston College,24,,home,#862633,#6b1e28,Kansas,Boston College,Big 12,Atlantic Coast
3,"Saturday, September 14, 2019",Washington St.,31,20.0,away,#9D2235,#7d1b2a,Houston,24,,home,#E51636,#b7112b,Washington State,Houston,Pac-12,American Athletic Conference
3,"Saturday, September 14, 2019",Georgia,55,3.0,home,#DA291C,#ae2016,Arkansas St.,0,,away,#C8102E,#a00c24,Georgia,Arkansas State,Southeastern,Sun Belt
3,"Saturday, September 14, 2019",Kansas St.,31,,away,#582C83,#462368,Mississippi St.,24,,home,#6F2C3F,#582332,Kansas State,Mississippi State,Big 12,Southeastern
3,"Saturday, September 14, 2019",Cincinnati,35,,home,#C8102E,#a00c24,Miami (OH),13,,away,#C8102E,#a00c24,Cincinnati,Miami (OH),American Athletic Conference,Mid-American
3,"Saturday, September 14, 2019",West Virginia,44,,home,#002855,#002044,NC State,27,,away,#C8102E,#a00c24,West Virginia,North Carolina State,Big 12,Atlantic Coast
3,"Saturday, September 14, 2019",Penn St.,17,13.0,home,#041E42,#031834,Pittsburgh,10,,away,#003594,#002a76,Penn State,Pittsburgh,Big Ten,Atlantic Coast
3,"Saturday, September 14, 2019",Eastern Mich.,34,,away,#046A38,#03542c,Illinois,31,,home,#E04E39,#b33e2d,Eastern Michigan,Illinois,Mid-American,Big Ten
3,"Saturday, September 14, 2019",Tennessee,45,,home,#FF8200,#cc6800,Chattanooga,0,,away,#002855,#002044,Tennessee,Chattanooga,Southeastern,
3,"Saturday, September 14, 2019",Ohio St.,51,6.0,away,#BA0C2F,#940925,Indiana,10,,home,#9D2235,#7d1b2a,Ohio State,Indiana,Big Ten,Big Ten
3,"Saturday, September 14, 2019",Temple,20,,home,#b30838,#8f062c,Maryland,17,21.0,away,#C8102E,#a00c24,Temple,Maryland,American Athletic Conference,Big Ten
3,"Saturday, September 14, 2019",Virginia Tech,24,,home,#861F41,#6b1834,Furman,17,,away,#582C83,#462368,Virginia Tech,Furman,Atlantic Coast,
3,"Saturday, September 14, 2019",The Citadel,27,,away,#418FDE,#3472b1,Georgia Tech,24,,home,#B3A369,#8f8254,The Citadel,Georgia Tech,,Atlantic Coast
3,"Saturday, September 14, 2019",Air Force,30,,away,#0032A0,#002880,Colorado,23,,home,#010101,#000,Air Force,Colorado,Mountain West,Pac-12
3,"Saturday, September 14, 2019",Fla. Atlantic,41,,away,#002855,#002044,Ball St.,31,,home,#BA0C2F,#940925,Florida Atlantic,Ball State,Conference USA,Mid-American
3,"Saturday, September 14, 2019",Coastal Carolina,46,,home,#007377,#005c5f,Norfolk St.,7,,away,#007A53,#006142,Coastal Carolina,Norfolk State,Sun Belt,
3,"Saturday, September 14, 2019",Notre Dame,66,7.0,home,#0C2340,#091c33,New Mexico,14,,away,#BA0C2F,#940925,Notre Dame,New Mexico,Atlantic Coast,Mountain West
3,"Saturday, September 14, 2019",Central Mich.,45,,home,#6F263D,#581e30,Akron,24,,away,#041E42,#031834,Central Michigan,Akron,Mid-American,Mid-American
3,"Saturday, September 14, 2019",Northwestern,30,,home,#4E2A84,#3e2169,UNLV,14,,away,#C8102E,#a00c24,Northwestern,UNLV,Big Ten,Mountain West
3,"Saturday, September 14, 2019",Alabama,47,2.0,away,#9D2235,#7d1b2a,South Carolina,23,,home,#862633,#6b1e28,Alabama,South Carolina,Southeastern,Southeastern
3,"Saturday, September 14, 2019",Minnesota,35,,home,#861F41,#6b1834,Ga. Southern,32,,away,#041E42,#031834,Minnesota,Georgia Southern,Big Ten,Sun Belt
3,"Saturday, September 14, 2019",Navy,42,,home,#00205B,#001948,East Carolina,10,,away,#582C83,#462368,Navy,East Carolina,American Athletic Conference,American Athletic Conference
3,"Saturday, September 14, 2019",Memphis,42,,away,#012169,#001a54,South Alabama,6,,home,#BF0D3E,#980a31,Memphis,South Alabama,American Athletic Conference,Sun Belt
3,"Saturday, September 14, 2019",BYU,30,,home,#002E5D,#00244a,Southern California,27,24.0,away,#9D2235,#7d1b2a,Brigham Young,USC,Independents(FBS),Pac-12
3,"Saturday, September 14, 2019",Oklahoma St.,40,,away,#E35205,#b54104,Tulsa,21,,home,#002D72,#00245b,Oklahoma State,Tulsa,Big 12,American Athletic Conference
3,"Saturday, September 14, 2019",Army West Point,31,,away,#010101,#000,UTSA,13,,home,#0C2340,#091c33,Army,UTSA,Independents(FBS),Conference USA
3,"Saturday, September 14, 2019",UCF,45,17.0,home,#010101,#000,Stanford,27,,away,#9D2235,#7d1b2a,UCF,Stanford,American Athletic Conference,Pac-12
3,"Saturday, September 14, 2019",Arkansas,55,,home,#9D2235,#7d1b2a,Colorado St.,34,,away,#2C5234,#234129,Arkansas,Colorado State,Southeastern,Mountain West
3,"Saturday, September 14, 2019",Ole Miss,40,,home,#00205B,#001948,Southeastern La.,29,,away,#006341,#004f34,Ole Miss,Southeastern La.,Southeastern,
3,"Saturday, September 14, 2019",Louisville,38,,away,#BA0C2F,#940925,Western Ky.,21,,home,#C8102E,#a00c24,Louisville,Western Kentucky,Atlantic Coast,Conference USA
3,"Saturday, September 14, 2019",Arizona St.,10,,away,#7D2248,#641b39,Michigan St.,7,18.0,home,#173F35,#12322a,Arizona State,Michigan State,Pac-12,Big Ten
3,"Saturday, September 14, 2019",Miami (FL),63,,home,#154734,#103829,Bethune-Cookman,0,,away,#6F263D,#581e30,Miami (FL),Bethune-Cookman,Atlantic Coast,
3,"Saturday, September 14, 2019",Iowa,18,19.0,away,#010101,#000,Iowa St.,17,,home,#A6192E,#841424,Iowa,Iowa State,Big Ten,Big 12
3,"Saturday, September 14, 2019",Oregon St.,45,,home,#DC4405,#b03604,Cal Poly,7,,away,#2C5234,#234129,Oregon State,Cal Poly,Pac-12,
3,"Saturday, September 14, 2019",California,23,,home,#041E42,#031834,North Texas,17,,away,#007A33,#006128,California,North Texas,Pac-12,Conference USA
3,"Saturday, September 14, 2019",Utah,31,11.0,home,#BA0C2F,#940925,Idaho St.,0,,away,#FF6720,#cc5219,Utah,Idaho State,Pac-12,
3,"Saturday, September 14, 2019",Louisiana Tech,35,,away,#003087,#00266c,Bowling Green,7,,home,#FE5000,#cb4000,Louisiana Tech,Bowling Green,Conference USA,Mid-American
3,"Saturday, September 14, 2019",Wyoming,21,,home,#4E3629,#3e2b20,Idaho,16,,away,#896C4C,#6d563c,Wyoming,Idaho,Mountain West,
3,"Saturday, September 14, 2019",South Fla.,55,,home,#006747,#005238,South Carolina St.,16,,away,#862633,#6b1e28,South Florida,South Carolina State,American Athletic Conference,
3,"Saturday, September 14, 2019",Southern Miss.,47,,away,#010101,#000,Troy,42,,home,#9D2235,#7d1b2a,Southern Miss,Troy,Conference USA,Sun Belt
3,"Saturday, September 14, 2019",Charlotte,52,,home,#046A38,#03542c,Massachusetts,17,,away,#971B2F,#781525,Charlotte,Massachusetts,Conference USA,Independents(FBS)
3,"Saturday, September 14, 2019",Liberty,35,,home,#A6192E,#841424,Buffalo,17,,away,#0057B8,#004593,Liberty,Buffalo,Independents(FBS),Mid-American
3,"Saturday, September 14, 2019",Marshall,33,,home,#00B140,#008d33,Ohio,31,,away,#2C5234,#234129,Marshall,Ohio,Conference USA,Mid-American
3,"Saturday, September 14, 2019",Florida,29,9.0,away,#003087,#00266c,Kentucky,21,,home,#0032A0,#002880,Florida,Kentucky,Southeastern,Southeastern
3,"Saturday, September 14, 2019",Texas A&M,62,16.0,home,#500000,#400000,Lamar University,3,,away,#D50032,#aa0028,Texas A&M,Lamar University,Southeastern,
3,"Saturday, September 14, 2019",Nevada,19,,home,#041E42,#031834,Weber St.,13,,away,#470A68,#380853,Nevada,Weber State,Mountain West,
3,"Saturday, September 14, 2019",SMU,47,,home,#C8102E,#a00c24,Texas St.,17,,away,#572932,#452028,SMU,Texas State,American Athletic Conference,Sun Belt
3,"Saturday, September 14, 2019",Auburn,55,8.0,home,#0C2340,#091c33,Kent St.,16,,away,#00205B,#001948,Auburn,Kent State,Southeastern,Mid-American
3,"Saturday, September 14, 2019",Duke,41,,away,#002D72,#00245b,Middle Tenn.,18,,home,#005EB8,#004b93,Duke,Middle Tennessee,Atlantic Coast,Conference USA
3,"Saturday, September 14, 2019",Western Mich.,57,,home,#693F23,#54321c,Georgia St.,10,,away,#0032A0,#002880,Western Michigan,Georgia State,Mid-American,Sun Belt
3,"Saturday, September 14, 2019",Toledo,45,,home,#00205B,#001948,Murray St.,0,,away,#0C2340,#091c33,Toledo,Murray State,Mid-American,
3,"Saturday, September 14, 2019",FIU,30,,home,#041E42,#031834,New Hampshire,17,,away,#041E42,#031834,Florida International,New Hampshire,Conference USA,
3,"Saturday, September 14, 2019",LSU,65,4.0,home,#582C83,#462368,Northwestern St.,14,,away,#54209e,#43197e,LSU,Northwestern State,Southeastern,
3,"Saturday, September 14, 2019",Clemson,41,1.0,away,#FF6720,#cc5219,Syracuse,6,,home,#DC4405,#b03604,Clemson,Syracuse,Atlantic Coast,Atlantic Coast
3,"Saturday, September 14, 2019",Virginia,31,25.0,home,#232D4B,#1c243c,Florida St.,24,,away,#782F40,#602533,Virginia,Florida State,Atlantic Coast,Atlantic Coast
3,"Saturday, September 14, 2019",Louisiana,77,,home,#C8102E,#a00c24,Texas Southern,6,,away,#6F263D,#581e30,Louisiana-Lafayette,Texas Southern,Sun Belt,
3,"Saturday, September 14, 2019",Missouri,50,,home,#010101,#000,Southeast Mo. St.,0,,away,#010101,#000,Missouri,Southeast Mo. State,Southeastern,
3,"Saturday, September 14, 2019",TCU,34,,away,#582C83,#462368,Purdue,13,,home,#010101,#000,TCU,Purdue,Big 12,Big Ten
3,"Saturday, September 14, 2019",Washington,52,23.0,home,#330072,#28005b,Hawaii,20,,away,#154734,#103829,Washington,Hawaii,Pac-12,Mountain West
3,"Sunday, September 15, 2019",Texas,48,12.0,away,#CB6015,#a24c10,Rice,13,,home,#00205B,#001948,Texas,Rice,Big 12,Conference USA
3,"Sunday, September 15, 2019",Oklahoma,48,5.0,away,#9D2235,#7d1b2a,UCLA,14,,home,#0072CE,#005ba4,Oklahoma,UCLA,Big 12,Pac-12
3,"Sunday, September 15, 2019",San Diego St.,31,,away,#A6192E,#841424,New Mexico St.,10,,home,#861F41,#6b1834,San Diego State,New Mexico State,Mountain West,
3,"Sunday, September 15, 2019",Nebraska,44,,home,#C8102E,#a00c24,Northern Ill.,8,,away,#BA0C2F,#940925,Nebraska,Northern Illinois,Big Ten,Mid-American
3,"Sunday, September 15, 2019",Tulane,58,,home,#006747,#005238,Missouri St.,6,,away,#6F2C3F,#582332,Tulane,Missouri State,American Athletic Conference,
3,"Sunday, September 15, 2019",Boise St.,45,22.0,home,#0032A0,#002880,Portland St.,10,,away,#154734,#103829,Boise State,Portland State,Mountain West,
3,"Sunday, September 15, 2019",Arizona,28,,home,#00205B,#001948,Texas Tech,14,,away,#DA291C,#ae2016,Arizona,Texas Tech,Pac-12,Big 12
3,"Sunday, September 15, 2019",Oregon,35,15.0,home,#173F35,#12322a,Montana,3,,away,#6F2C3F,#582332,Oregon,Montana,Pac-12,
4,"Thursday, September 19, 2019",Tulane,38,,home,#006747,#005238,Houston,31,,away,#C8102E,#a00c24,Tulane,Houston,American Athletic Conference,American Athletic Conference
4,"Friday, September 20, 2019",Louisiana Tech,43,,home,#003087,#00266c,FIU,31,,away,#041E42,#031834,Louisiana Tech,Florida International,Conference USA,Conference USA
4,"Friday, September 20, 2019",Boise St.,30,20.0,home,#0032A0,#002880,Air Force,19,,away,#0032A0,#002880,Boise State,Air Force,Mountain West,Mountain West
4,"Friday, September 20, 2019",Southern California,30,,home,#9D2235,#7d1b2a,Utah,23,10.0,away,#BA0C2F,#940925,USC,Utah,Pac-12,Pac-12
4,"Saturday, September 21, 2019",Wisconsin,35,13.0,home,#BA0C2F,#940925,Michigan,14,11.0,away,#041E42,#031834,Wisconsin,Michigan,Big Ten,Big Ten
4,"Saturday, September 21, 2019",Army West Point,52,,home,#010101,#000,Morgan St.,21,,away,#FC4C02,#c93c01,Army,Morgan State,Independents(FBS),
4,"Saturday, September 21, 2019",LSU,66,4.0,away,#582C83,#462368,Vanderbilt,38,,home,#010101,#000,LSU,Vanderbilt,Southeastern,Southeastern
4,"Saturday, September 21, 2019",California,28,23.0,away,#041E42,#031834,Ole Miss,20,,home,#00205B,#001948,California,Ole Miss,Pac-12,Southeastern
4,"Saturday, September 21, 2019",Michigan St.,31,,away,#173F35,#12322a,Northwestern,10,,home,#4E2A84,#3e2169,Michigan State,Northwestern,Big Ten,Big Ten
4,"Saturday, September 21, 2019",Syracuse,52,,home,#DC4405,#b03604,Western Mich.,33,,away,#693F23,#54321c,Syracuse,Western Michigan,Atlantic Coast,Mid-American
4,"Saturday, September 21, 2019",Wake Forest,49,,home,#010101,#000,Elon,7,,away,#76232F,#5e1c25,Wake Forest,Elon,Atlantic Coast,
4,"Saturday, September 21, 2019",Iowa St.,72,,home,#A6192E,#841424,La.-Monroe,20,,away,#6F2C3F,#582332,Iowa State,Louisiana-Monroe,Big 12,Sun Belt
4,"Saturday, September 21, 2019",Indiana,38,,home,#9D2235,#7d1b2a,UConn,3,,away,#0C2340,#091c33,Indiana,Connecticut,Big Ten,
4,"Saturday, September 21, 2019",Boston College,30,,away,#862633,#6b1e28,Rutgers,16,,home,#C8102E,#a00c24,Boston College,Rutgers,Atlantic Coast,Big Ten
4,"Saturday, September 21, 2019",Alabama,49,2.0,home,#9D2235,#7d1b2a,Southern Miss.,7,,away,#010101,#000,Alabama,Southern Miss,Southeastern,Conference USA
4,"Saturday, September 21, 2019",Florida,34,9.0,home,#003087,#00266c,Tennessee,3,,away,#FF8200,#cc6800,Florida,Tennessee,Southeastern,Southeastern
4,"Saturday, September 21, 2019",Coastal Carolina,62,,away,#007377,#005c5f,Massachusetts,28,,home,#971B2F,#781525,Coastal Carolina,Massachusetts,Sun Belt,Independents(FBS)
4,"Saturday, September 21, 2019",Louisiana,45,,away,#C8102E,#a00c24,Ohio,25,,home,#2C5234,#234129,Louisiana-Lafayette,Ohio,Sun Belt,Mid-American
4,"Saturday, September 21, 2019",Troy,35,,away,#9D2235,#7d1b2a,Akron,7,,home,#041E42,#031834,Troy,Akron,Sun Belt,Mid-American
4,"Saturday, September 21, 2019",Eastern Mich.,34,,home,#046A38,#03542c,Central Conn. St.,29,,away,#003087,#00266c,Eastern Michigan,Central Conn. State,Mid-American,
4,"Saturday, September 21, 2019",Florida St.,35,,home,#782F40,#602533,Louisville,24,,away,#BA0C2F,#940925,Florida State,Louisville,Atlantic Coast,Atlantic Coast
4,"Saturday, September 21, 2019",Kent St.,62,,home,#00205B,#001948,Bowling Green,20,,away,#FE5000,#cb4000,Kent State,Bowling Green,Mid-American,Mid-American
4,"Saturday, September 21, 2019",Appalachian St.,34,,away,#010101,#000,North Carolina,31,,home,#7BAFD4,#628ca9,Appalachian State,North Carolina,Sun Belt,Atlantic Coast
4,"Saturday, September 21, 2019",Washington,45,22.0,away,#330072,#28005b,BYU,19,,home,#002E5D,#00244a,Washington,Brigham Young,Pac-12,Independents(FBS)
4,"Saturday, September 21, 2019",Pittsburgh,35,,home,#003594,#002a76,UCF,34,15.0,away,#010101,#000,Pittsburgh,UCF,Atlantic Coast,American Athletic Conference
4,"Saturday, September 21, 2019",UAB,35,,home,#006341,#004f34,South Alabama,3,,away,#BF0D3E,#980a31,UAB,South Alabama,Conference USA,Sun Belt
4,"Saturday, September 21, 2019",Auburn,28,8.0,away,#0C2340,#091c33,Texas A&M,20,17.0,home,#500000,#400000,Auburn,Texas A&M,Southeastern,Southeastern
4,"Saturday, September 21, 2019",SMU,41,,away,#C8102E,#a00c24,TCU,38,25.0,home,#582C83,#462368,SMU,TCU,American Athletic Conference,Big 12
4,"Saturday, September 21, 2019",Ohio St.,76,6.0,home,#BA0C2F,#940925,Miami (OH),5,,away,#C8102E,#a00c24,Ohio State,Miami (OH),Big Ten,Mid-American
4,"Saturday, September 21, 2019",Buffalo,38,,home,#0057B8,#004593,Temple,22,,away,#b30838,#8f062c,Buffalo,Temple,Mid-American,American Athletic Conference
4,"Saturday, September 21, 2019",Tulsa,24,,home,#002D72,#00245b,Wyoming,21,,away,#4E3629,#3e2b20,Tulsa,Wyoming,American Athletic Conference,Mountain West
4,"Saturday, September 21, 2019",Miami (FL),17,,home,#154734,#103829,Central Mich.,12,,away,#6F263D,#581e30,Miami (FL),Central Michigan,Atlantic Coast,Mid-American
4,"Saturday, September 21, 2019",Mississippi St.,28,,home,#6F2C3F,#582332,Kentucky,13,,away,#0032A0,#002880,Mississippi State,Kentucky,Southeastern,Southeastern
4,"Saturday, September 21, 2019",Missouri,34,,home,#010101,#000,South Carolina,14,,away,#862633,#6b1e28,Missouri,South Carolina,Southeastern,Southeastern
4,"Saturday, September 21, 2019",West Virginia,29,,away,#002855,#002044,Kansas,24,,home,#003DA5,#003084,West Virginia,Kansas,Big 12,Big 12
4,"Saturday, September 21, 2019",New Mexico,55,,home,#BA0C2F,#940925,New Mexico St.,52,,away,#861F41,#6b1834,New Mexico,New Mexico State,Mountain West,
4,"Saturday, September 21, 2019",Liberty,62,,home,#A6192E,#841424,Hampton,27,,away,#0033A0,#002880,Liberty,Hampton,Independents(FBS),
4,"Saturday, September 21, 2019",East Carolina,19,,home,#582C83,#462368,William & Mary,7,,away,#284734,#203829,East Carolina,William & Mary,American Athletic Conference,
4,"Saturday, September 21, 2019",Fla. Atlantic,42,,home,#002855,#002044,Wagner,7,,away,#034638,#02382c,Florida Atlantic,Wagner,Conference USA,
4,"Saturday, September 21, 2019",Arkansas St.,41,,home,#C8102E,#a00c24,Southern Ill.,28,,away,#6F263D,#581e30,Arkansas State,Southern Illinois,Sun Belt,
4,"Saturday, September 21, 2019",Virginia,28,21.0,home,#232D4B,#1c243c,Old Dominion,17,,away,#003057,#002645,Virginia,Old Dominion,Atlantic Coast,
4,"Saturday, September 21, 2019",Baylor,21,,away,#1D3C34,#173029,Rice,13,,home,#00205B,#001948,Baylor,Rice,Big 12,Conference USA
4,"Saturday, September 21, 2019",NC State,34,,home,#C8102E,#a00c24,Ball St.,23,,away,#BA0C2F,#940925,North Carolina State,Ball State,Atlantic Coast,Mid-American
4,"Saturday, September 21, 2019",Texas St.,37,,home,#572932,#452028,Georgia St.,34,,away,#0032A0,#002880,Texas State,Georgia State,Sun Belt,Sun Belt
4,"Saturday, September 21, 2019",Oregon,21,16.0,away,#173F35,#12322a,Stanford,6,,home,#9D2235,#7d1b2a,Oregon,Stanford,Pac-12,Pac-12
4,"Saturday, September 21, 2019",San Jose St.,31,,away,#0032A0,#002880,Arkansas,24,,home,#9D2235,#7d1b2a,San Jose State,Arkansas,Mountain West,Southeastern
4,"Saturday, September 21, 2019",Clemson,52,1.0,home,#FF6720,#cc5219,Charlotte,10,,away,#046A38,#03542c,Clemson,Charlotte,Atlantic Coast,Conference USA
4,"Saturday, September 21, 2019",Texas,36,12.0,home,#CB6015,#a24c10,Oklahoma St.,30,,away,#E35205,#b54104,Texas,Oklahoma State,Big 12,Big 12
4,"Saturday, September 21, 2019",North Texas,45,,home,#007A33,#006128,UTSA,3,,away,#0C2340,#091c33,North Texas,UTSA,Conference USA,Conference USA
4,"Saturday, September 21, 2019",Georgia,23,3.0,home,#DA291C,#ae2016,Notre Dame,17,7.0,away,#0C2340,#091c33,Georgia,Notre Dame,Southeastern,Atlantic Coast
4,"Saturday, September 21, 2019",Nevada,37,,away,#041E42,#031834,UTEP,21,,home,#041E42,#031834,Nevada,UTEP,Mountain West,Conference USA
4,"Saturday, September 21, 2019",Nebraska,42,,away,#C8102E,#a00c24,Illinois,38,,home,#E04E39,#b33e2d,Nebraska,Illinois,Big Ten,Big Ten
4,"Saturday, September 21, 2019",Fresno St.,34,,home,#D50032,#aa0028,Sacramento St.,20,,away,#115740,#0d4533,Fresno State,Sacramento State,Mountain West,
4,"Saturday, September 21, 2019",Colorado,34,,away,#010101,#000,Arizona St.,31,24.0,home,#7D2248,#641b39,Colorado,Arizona State,Pac-12,Pac-12
4,"Saturday, September 21, 2019",Toledo,41,,away,#00205B,#001948,Colorado St.,35,,home,#2C5234,#234129,Toledo,Colorado State,Mid-American,Mountain West
4,"Saturday, September 21, 2019",UCLA,67,,away,#0072CE,#005ba4,Washington St.,63,19.0,home,#9D2235,#7d1b2a,UCLA,Washington State,Pac-12,Pac-12
4,"Saturday, September 21, 2019",Utah St.,23,,away,#00263A,#001e2e,San Diego St.,17,,home,#A6192E,#841424,Utah State,San Diego State,Mountain West,Mountain West
4,"Sunday, September 22, 2019",Hawaii,35,,home,#154734,#103829,Central Ark.,16,,away,#582C83,#462368,Hawaii,Central Ark.,Mountain West,
5,"Thursday, September 26, 2019",Memphis,35,,home,#012169,#001a54,Navy,23,,away,#00205B,#001948,Memphis,Navy,American Athletic Conference,American Athletic Conference
5,"Friday, September 27, 2019",Duke,45,,away,#002D72,#00245b,Virginia Tech,10,,home,#861F41,#6b1834,Duke,Virginia Tech,Atlantic Coast,Atlantic Coast
5,"Friday, September 27, 2019",Air Force,41,,home,#0032A0,#002880,San Jose St.,24,,away,#0032A0,#002880,Air Force,San Jose State,Mountain West,Mountain West
5,"Friday, September 27, 2019",Penn St.,59,12.0,away,#041E42,#031834,Maryland,0,,home,#C8102E,#a00c24,Penn State,Maryland,Big Ten,Big Ten
5,"Friday, September 27, 2019",Arizona St.,24,,away,#7D2248,#641b39,California,17,15.0,home,#041E42,#031834,Arizona State,California,Pac-12,Pac-12
5,"Saturday, September 28, 2019",Vanderbilt,24,,home,#010101,#000,Northern Ill.,18,,away,#BA0C2F,#940925,Vanderbilt,Northern Illinois,Southeastern,Mid-American
5,"Saturday, September 28, 2019",TCU,51,,home,#582C83,#462368,Kansas,14,,away,#003DA5,#003084,TCU,Kansas,Big 12,Big 12
5,"Saturday, September 28, 2019",Michigan,52,20.0,home,#041E42,#031834,Rutgers,0,,away,#C8102E,#a00c24,Michigan,Rutgers,Big Ten,Big Ten
5,"Saturday, September 28, 2019",Oklahoma,55,6.0,home,#9D2235,#7d1b2a,Texas Tech,16,,away,#DA291C,#ae2016,Oklahoma,Texas Tech,Big 12,Big 12
5,"Saturday, September 28, 2019",Western Mich.,31,,home,#693F23,#54321c,Central Mich.,15,,away,#6F263D,#581e30,Western Michigan,Central Michigan,Mid-American,Mid-American
5,"Saturday, September 28, 2019",Miami (OH),34,,home,#C8102E,#a00c24,Buffalo,20,,away,#0057B8,#004593,Miami (OH),Buffalo,Mid-American,Mid-American
5,"Saturday, September 28, 2019",Toledo,28,,home,#00205B,#001948,BYU,21,,away,#002E5D,#00244a,Toledo,Brigham Young,Mid-American,Independents(FBS)
5,"Saturday, September 28, 2019",Syracuse,41,,home,#DC4405,#b03604,Holy Cross,3,,away,#582C83,#462368,Syracuse,Holy Cross,Atlantic Coast,
5,"Saturday, September 28, 2019",Iowa,48,14.0,home,#010101,#000,Middle Tenn.,3,,away,#005EB8,#004b93,Iowa,Middle Tennessee,Big Ten,Conference USA
5,"Saturday, September 28, 2019",Texas A&M,31,23.0,away,#500000,#400000,Arkansas,27,,home,#9D2235,#7d1b2a,Texas A&M,Arkansas,Southeastern,Southeastern
5,"Saturday, September 28, 2019",Wisconsin,24,8.0,home,#BA0C2F,#940925,Northwestern,15,,away,#4E2A84,#3e2169,Wisconsin,Northwestern,Big Ten,Big Ten
5,"Saturday, September 28, 2019",Pittsburgh,17,,home,#003594,#002a76,Delaware,14,,away,#004C97,#003c78,Pittsburgh,Delaware,Atlantic Coast,
5,"Saturday, September 28, 2019",Alabama,59,2.0,home,#9D2235,#7d1b2a,Ole Miss,31,,away,#00205B,#001948,Alabama,Ole Miss,Southeastern,Southeastern
5,"Saturday, September 28, 2019",Minnesota,38,,away,#861F41,#6b1834,Purdue,31,,home,#010101,#000,Minnesota,Purdue,Big Ten,Big Ten
5,"Saturday, September 28, 2019",Wake Forest,27,,away,#010101,#000,Boston College,24,,home,#862633,#6b1e28,Wake Forest,Boston College,Atlantic Coast,Atlantic Coast
5,"Saturday, September 28, 2019",Temple,24,,home,#b30838,#8f062c,Georgia Tech,2,,away,#B3A369,#8f8254,Temple,Georgia Tech,American Athletic Conference,Atlantic Coast
5,"Saturday, September 28, 2019",Baylor,23,,home,#1D3C34,#173029,Iowa St.,21,,away,#A6192E,#841424,Baylor,Iowa State,Big 12,Big 12
5,"Saturday, September 28, 2019",Fla. Atlantic,45,,away,#002855,#002044,Charlotte,27,,home,#046A38,#03542c,Florida Atlantic,Charlotte,Conference USA,Conference USA
5,"Saturday, September 28, 2019",Appalachian St.,56,,home,#010101,#000,Coastal Carolina,37,,away,#007377,#005c5f,Appalachian State,Coastal Carolina,Sun Belt,Sun Belt
5,"Saturday, September 28, 2019",Clemson,21,1.0,away,#FF6720,#cc5219,North Carolina,20,,home,#7BAFD4,#628ca9,Clemson,North Carolina,Atlantic Coast,Atlantic Coast
5,"Saturday, September 28, 2019",Washington,28,17.0,home,#330072,#28005b,Southern California,14,21.0,away,#9D2235,#7d1b2a,Washington,USC,Pac-12,Pac-12
5,"Saturday, September 28, 2019",Michigan St.,40,25.0,home,#173F35,#12322a,Indiana,31,,away,#9D2235,#7d1b2a,Michigan State,Indiana,Big Ten,Big Ten
5,"Saturday, September 28, 2019",Notre Dame,35,10.0,home,#0C2340,#091c33,Virginia,20,18.0,away,#232D4B,#1c243c,Notre Dame,Virginia,Atlantic Coast,Atlantic Coast
5,"Saturday, September 28, 2019",Massachusetts,37,,home,#971B2F,#781525,Akron,29,,away,#041E42,#031834,Massachusetts,Akron,Independents(FBS),Mid-American
5,"Saturday, September 28, 2019",SMU,48,,away,#C8102E,#a00c24,South Fla.,21,,home,#006747,#005238,SMU,South Florida,American Athletic Conference,American Athletic Conference
5,"Saturday, September 28, 2019",Florida,38,9.0,home,#003087,#00266c,Towson,0,,away,#010101,#000,Florida,Towson,Southeastern,
5,"Saturday, September 28, 2019",Cincinnati,52,,away,#C8102E,#a00c24,Marshall,14,,home,#00B140,#008d33,Cincinnati,Marshall,American Athletic Conference,Conference USA
5,"Saturday, September 28, 2019",Arkansas St.,50,,away,#C8102E,#a00c24,Troy,43,,home,#9D2235,#7d1b2a,Arkansas State,Troy,Sun Belt,Sun Belt
5,"Saturday, September 28, 2019",Liberty,17,,home,#A6192E,#841424,New Mexico,10,,away,#BA0C2F,#940925,Liberty,New Mexico,Independents(FBS),Mountain West
5,"Saturday, September 28, 2019",East Carolina,24,,away,#582C83,#462368,Old Dominion,21,,home,#003057,#002645,East Carolina,Old Dominion,American Athletic Conference,
5,"Saturday, September 28, 2019",Louisiana,37,,away,#C8102E,#a00c24,Ga. Southern,24,,home,#041E42,#031834,Louisiana-Lafayette,Georgia Southern,Sun Belt,Sun Belt
5,"Saturday, September 28, 2019",Texas St.,24,,home,#572932,#452028,Nicholls St.,3,,away,#A6192E,#841424,Texas State,Nicholls State,Sun Belt,
