week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color
12,"Saturday, November 16, 2019",TCU,33,,away,#582C83,#462368,Texas Tech,31,,home,#DA291C,#ae2016
12,"Saturday, November 16, 2019",Florida St.,49,,home,#782F40,#602533,Alabama St.,12,,away,#010101,#000
12,"Saturday, November 16, 2019",Penn St.,34,9,home,#041E42,#031834,Indiana,27,,away,#9D2235,#7d1b2a
12,"Saturday, November 16, 2019",Northwestern,45,,home,#4E2A84,#3e2169,Massachusetts,6,,away,#971B2F,#781525
12,"Saturday, November 16, 2019",Army West Point,47,,home,#010101,#000,VMI,6,,away,#E4002B,#b60022
12,"Saturday, November 16, 2019",Wisconsin,37,14,away,#BA0C2F,#940925,Nebraska,21,,home,#C8102E,#a00c24
12,"Saturday, November 16, 2019",Florida,23,11,away,#003087,#00266c,Missouri,6,,home,#010101,#000
12,"Saturday, November 16, 2019",UAB,37,,home,#006341,#004f34,UTEP,10,,away,#041E42,#031834
12,"Saturday, November 16, 2019",Notre Dame,52,16,home,#0C2340,#091c33,Navy,20,23,away,#00205B,#001948
12,"Saturday, November 16, 2019",Arkansas St.,28,,home,#C8102E,#a00c24,Coastal Carolina,27,,away,#007377,#005c5f
12,"Saturday, November 16, 2019",Troy,63,,away,#9D2235,#7d1b2a,Texas St.,27,,home,#572932,#452028
12,"Saturday, November 16, 2019",Ga. Southern,51,,home,#041E42,#031834,La.-Monroe,29,,away,#6F2C3F,#582332
12,"Saturday, November 16, 2019",BYU,42,,home,#002E5D,#00244a,Idaho St.,10,,away,#FF6720,#cc5219
12,"Saturday, November 16, 2019",Central Mich.,45,,away,#6F263D,#581e30,Ball St.,44,,home,#BA0C2F,#940925
12,"Saturday, November 16, 2019",Virginia Tech,45,,away,#861F41,#6b1834,Georgia Tech,0,,home,#B3A369,#8f8254
12,"Saturday, November 16, 2019",Georgia,21,4,away,#DA291C,#ae2016,Auburn,14,12,home,#0C2340,#091c33
12,"Saturday, November 16, 2019",Kentucky,38,,away,#0032A0,#002880,Vanderbilt,14,,home,#010101,#000
12,"Saturday, November 16, 2019",Clemson,52,3,home,#FF6720,#cc5219,Wake Forest,3,,away,#010101,#000
12,"Saturday, November 16, 2019",Iowa St.,23,,home,#A6192E,#841424,Texas,21,19,away,#CB6015,#a24c10
12,"Saturday, November 16, 2019",Memphis,45,18,away,#012169,#001a54,Houston,27,,home,#C8102E,#a00c24
12,"Saturday, November 16, 2019",Ohio St.,56,2,away,#BA0C2F,#940925,Rutgers,21,,home,#C8102E,#a00c24
12,"Saturday, November 16, 2019",West Virginia,24,,away,#002855,#002044,Kansas St.,20,24,home,#582C83,#462368
12,"Saturday, November 16, 2019",Utah St.,26,,home,#00263A,#001e2e,Wyoming,21,,away,#4E3629,#3e2b20
12,"Saturday, November 16, 2019",Hawaii,21,,away,#154734,#103829,UNLV,7,,home,#C8102E,#a00c24
12,"Saturday, November 16, 2019",New Mexico St.,41,,home,#861F41,#6b1834,UIW,28,,away,#CB333B,#a2282f
12,"Saturday, November 16, 2019",Iowa,23,20,home,#010101,#000,Minnesota,19,8,away,#861F41,#6b1834
12,"Saturday, November 16, 2019",Syracuse,49,,away,#DC4405,#b03604,Duke,6,,home,#002D72,#00245b
12,"Saturday, November 16, 2019",Rice,31,,away,#00205B,#001948,Middle Tenn.,28,,home,#005EB8,#004b93
12,"Saturday, November 16, 2019",Washington St.,49,,home,#9D2235,#7d1b2a,Stanford,22,,away,#9D2235,#7d1b2a
12,"Saturday, November 16, 2019",Louisiana,37,,away,#C8102E,#a00c24,South Alabama,27,,home,#BF0D3E,#980a31
12,"Saturday, November 16, 2019",Southern Miss.,36,,away,#010101,#000,UTSA,17,,home,#0C2340,#091c33
12,"Saturday, November 16, 2019",Cincinnati,20,17,away,#C8102E,#a00c24,South Fla.,17,,home,#006747,#005238
12,"Saturday, November 16, 2019",Air Force,38,,away,#0032A0,#002880,Colorado St.,21,,home,#2C5234,#234129
12,"Saturday, November 16, 2019",LSU,58,1,away,#582C83,#462368,Ole Miss,37,,home,#00205B,#001948
12,"Saturday, November 16, 2019",Appalachian St.,56,25,away,#010101,#000,Georgia St.,27,,home,#0032A0,#002880
12,"Saturday, November 16, 2019",Oklahoma,34,10,away,#9D2235,#7d1b2a,Baylor,31,13,home,#1D3C34,#173029
12,"Saturday, November 16, 2019",Louisville,34,,away,#BA0C2F,#940925,NC State,20,,home,#C8102E,#a00c24
12,"Saturday, November 16, 2019",Texas A&M,30,,home,#500000,#400000,South Carolina,6,,away,#862633,#6b1e28
12,"Saturday, November 16, 2019",Oregon St.,35,,home,#DC4405,#b03604,Arizona St.,34,,away,#7D2248,#641b39
12,"Saturday, November 16, 2019",Utah,49,7,home,#BA0C2F,#940925,UCLA,3,,away,#0072CE,#005ba4
12,"Saturday, November 16, 2019",Boise St.,42,21,home,#0032A0,#002880,New Mexico,9,,away,#BA0C2F,#940925
12,"Saturday, November 16, 2019",Oregon,34,6,home,#173F35,#12322a,Arizona,6,,away,#00205B,#001948
12,"Sunday, November 17, 2019",Southern California,41,,away,#9D2235,#7d1b2a,California,17,,home,#041E42,#031834
13,"Tuesday, November 19, 2019",Ohio,66,,away,#2C5234,#234129,Bowling Green,24,,home,#FE5000,#cb4000
13,"Tuesday, November 19, 2019",Eastern Mich.,45,,away,#046A38,#03542c,Northern Ill.,17,,home,#BA0C2F,#940925
13,"Wednesday, November 20, 2019",Miami (OH),20,,home,#C8102E,#a00c24,Akron,17,,away,#041E42,#031834
13,"Wednesday, November 20, 2019",Buffalo,49,,home,#0057B8,#004593,Toledo,30,,away,#00205B,#001948
13,"Thursday, November 21, 2019",Georgia Tech,28,,home,#B3A369,#8f8254,NC State,26,,away,#C8102E,#a00c24
13,"Friday, November 22, 2019",Wyoming,17,,home,#4E3629,#3e2b20,Colorado St.,7,,away,#2C5234,#234129
13,"Saturday, November 23, 2019",Michigan St.,27,,away,#173F35,#12322a,Rutgers,0,,home,#C8102E,#a00c24
13,"Saturday, November 23, 2019",Virginia,55,,home,#232D4B,#1c243c,Liberty,27,,away,#A6192E,#841424
13,"Saturday, November 23, 2019",Oklahoma St.,20,21,away,#E35205,#b54104,West Virginia,13,,home,#002855,#002044
13,"Saturday, November 23, 2019",BYU,56,,away,#002E5D,#00244a,Massachusetts,24,,home,#971B2F,#781525
13,"Saturday, November 23, 2019",UCF,34,,away,#010101,#000,Tulane,31,,home,#006747,#005238
13,"Saturday, November 23, 2019",Alabama,66,5,home,#9D2235,#7d1b2a,Western Caro.,3,,away,#5F259F,#4c1d7f
13,"Saturday, November 23, 2019",East Carolina,31,,away,#582C83,#462368,UConn,24,,home,#0C2340,#091c33
13,"Saturday, November 23, 2019",Auburn,52,15,home,#0C2340,#091c33,Samford,0,,away,#0C2340,#091c33
13,"Saturday, November 23, 2019",Kent St.,41,,home,#00205B,#001948,Ball St.,38,,away,#BA0C2F,#940925
13,"Saturday, November 23, 2019",Ohio St.,28,2,home,#BA0C2F,#940925,Penn St.,17,8,away,#041E42,#031834
13,"Saturday, November 23, 2019",Iowa,19,17,home,#010101,#000,Illinois,10,,away,#E04E39,#b33e2d
13,"Saturday, November 23, 2019",Minnesota,38,10,away,#861F41,#6b1834,Northwestern,22,,home,#4E2A84,#3e2169
13,"Saturday, November 23, 2019",Iowa St.,41,22,home,#A6192E,#841424,Kansas,31,,away,#003DA5,#003084
13,"Saturday, November 23, 2019",Air Force,44,,away,#0032A0,#002880,New Mexico,22,,home,#BA0C2F,#940925
13,"Saturday, November 23, 2019",Georgia St.,28,,home,#0032A0,#002880,South Alabama,15,,away,#BF0D3E,#980a31
13,"Saturday, November 23, 2019",Appalachian St.,35,24,home,#010101,#000,Texas St.,13,,away,#572932,#452028
13,"Saturday, November 23, 2019",Notre Dame,40,16,home,#0C2340,#091c33,Boston College,7,,away,#862633,#6b1e28
13,"Saturday, November 23, 2019",Arkansas St.,38,,home,#C8102E,#a00c24,Ga. Southern,33,,away,#041E42,#031834
13,"Saturday, November 23, 2019",Vanderbilt,38,,home,#010101,#000,ETSU,0,,away,#041E42,#031834
13,"Saturday, November 23, 2019",North Carolina,56,,home,#7BAFD4,#628ca9,Mercer,7,,away,#E87722,#b95f1b
13,"Saturday, November 23, 2019",Navy,35,,home,#00205B,#001948,SMU,28,25,away,#C8102E,#a00c24
13,"Saturday, November 23, 2019",Michigan,39,13,away,#041E42,#031834,Indiana,14,,home,#9D2235,#7d1b2a
13,"Saturday, November 23, 2019",Kentucky,50,,home,#0032A0,#002880,UT Martin,7,,away,#0C2340,#091c33
13,"Saturday, November 23, 2019",Georgia,19,4,home,#DA291C,#ae2016,Texas A&M,13,,away,#500000,#400000
13,"Saturday, November 23, 2019",Virginia Tech,28,,home,#861F41,#6b1834,Pittsburgh,0,,away,#003594,#002a76
13,"Saturday, November 23, 2019",Nebraska,54,,away,#C8102E,#a00c24,Maryland,7,,home,#C8102E,#a00c24
13,"Saturday, November 23, 2019",Rice,20,,home,#00205B,#001948,North Texas,14,,away,#007A33,#006128
13,"Saturday, November 23, 2019",Western Ky.,28,,away,#C8102E,#a00c24,Southern Miss.,10,,home,#010101,#000
13,"Saturday, November 23, 2019",UAB,20,,home,#006341,#004f34,Louisiana Tech,14,,away,#003087,#00266c
13,"Saturday, November 23, 2019",Charlotte,24,,home,#046A38,#03542c,Marshall,13,,away,#00B140,#008d33
13,"Saturday, November 23, 2019",Baylor,24,14,home,#1D3C34,#173029,Texas,10,,away,#CB6015,#a24c10
13,"Saturday, November 23, 2019",Southern California,52,23,home,#9D2235,#7d1b2a,UCLA,35,,away,#0072CE,#005ba4
13,"Saturday, November 23, 2019",UNLV,38,,home,#C8102E,#a00c24,San Jose St.,35,,away,#0032A0,#002880
13,"Saturday, November 23, 2019",California,24,,away,#041E42,#031834,Stanford,20,,home,#9D2235,#7d1b2a
13,"Saturday, November 23, 2019",Wisconsin,45,12,home,#BA0C2F,#940925,Purdue,24,,away,#010101,#000
13,"Saturday, November 23, 2019",New Mexico St.,44,,home,#861F41,#6b1834,UTEP,35,,away,#041E42,#031834
13,"Saturday, November 23, 2019",Louisville,56,,home,#BA0C2F,#940925,Syracuse,34,,away,#DC4405,#b03604
13,"Saturday, November 23, 2019",Memphis,49,18,away,#012169,#001a54,South Fla.,10,,home,#006747,#005238
13,"Saturday, November 23, 2019",Middle Tenn.,38,,home,#005EB8,#004b93,Old Dominion,17,,away,#003057,#002645
13,"Saturday, November 23, 2019",Louisiana,53,,home,#C8102E,#a00c24,Troy,3,,away,#9D2235,#7d1b2a
13,"Saturday, November 23, 2019",La.-Monroe,45,,home,#6F2C3F,#582332,Coastal Carolina,42,,away,#007377,#005c5f
13,"Saturday, November 23, 2019",Fla. Atlantic,40,,away,#002855,#002044,UTSA,26,,home,#0C2340,#091c33
13,"Saturday, November 23, 2019",Kansas St.,30,,away,#582C83,#462368,Texas Tech,27,,home,#DA291C,#ae2016
13,"Saturday, November 23, 2019",LSU,56,1,home,#582C83,#462368,Arkansas,20,,away,#9D2235,#7d1b2a
13,"Saturday, November 23, 2019",Cincinnati,15,19,home,#C8102E,#a00c24,Temple,13,,away,#b30838,#8f062c
13,"Saturday, November 23, 2019",FIU,30,,home,#041E42,#031834,Miami (FL),24,,away,#154734,#103829
13,"Saturday, November 23, 2019",Tennessee,24,,away,#FF8200,#cc6800,Missouri,20,,home,#010101,#000
13,"Saturday, November 23, 2019",Wake Forest,39,,home,#010101,#000,Duke,27,,away,#002D72,#00245b
13,"Saturday, November 23, 2019",Mississippi St.,45,,home,#6F2C3F,#582332,Abilene Christian,7,,away,#582C83,#462368
13,"Saturday, November 23, 2019",Houston,24,,away,#C8102E,#a00c24,Tulsa,14,,home,#002D72,#00245b
13,"Saturday, November 23, 2019",Arizona St.,31,,home,#7D2248,#641b39,Oregon,28,6,away,#173F35,#12322a
13,"Saturday, November 23, 2019",Oklahoma,28,9,home,#9D2235,#7d1b2a,TCU,24,,away,#582C83,#462368
13,"Saturday, November 23, 2019",Washington St.,54,,home,#9D2235,#7d1b2a,Oregon St.,53,,away,#DC4405,#b03604
13,"Saturday, November 23, 2019",Colorado,20,,home,#010101,#000,Washington,14,,away,#330072,#28005b
13,"Saturday, November 23, 2019",Utah,35,7,away,#BA0C2F,#940925,Arizona,7,,home,#00205B,#001948
13,"Saturday, November 23, 2019",Nevada,35,,away,#041E42,#031834,Fresno St.,28,,home,#D50032,#aa0028
13,"Saturday, November 23, 2019",Boise St.,56,20,away,#0032A0,#002880,Utah St.,21,,home,#00263A,#001e2e
13,"Sunday, November 24, 2019",Hawaii,14,,home,#154734,#103829,San Diego St.,11,,away,#A6192E,#841424
14,"Tuesday, November 26, 2019",Ohio,52,,away,#2C5234,#234129,Akron,3,,home,#041E42,#031834
14,"Tuesday, November 26, 2019",Northern Ill.,17,,home,#BA0C2F,#940925,Western Mich.,14,,away,#693F23,#54321c
14,"Thursday, November 28, 2019",Mississippi St.,21,,home,#6F2C3F,#582332,Ole Miss,20,,away,#00205B,#001948
14,"Friday, November 29, 2019",Virginia,39,,home,#232D4B,#1c243c,Virginia Tech,30,24,away,#861F41,#6b1834
14,"Friday, November 29, 2019",Buffalo,49,,home,#0057B8,#004593,Bowling Green,7,,away,#FE5000,#cb4000
14,"Friday, November 29, 2019",Ball St.,41,,home,#BA0C2F,#940925,Miami (OH),27,,away,#C8102E,#a00c24
14,"Friday, November 29, 2019",Kent St.,34,,away,#00205B,#001948,Eastern Mich.,26,,home,#046A38,#03542c
14,"Friday, November 29, 2019",Texas,49,,home,#CB6015,#a24c10,Texas Tech,24,,away,#DA291C,#ae2016
14,"Friday, November 29, 2019",Central Mich.,49,,home,#6F263D,#581e30,Toledo,7,,away,#00205B,#001948
14,"Friday, November 29, 2019",Missouri,24,,away,#010101,#000,Arkansas,14,,home,#9D2235,#7d1b2a
14,"Friday, November 29, 2019",Iowa,27,17,away,#010101,#000,Nebraska,24,,home,#C8102E,#a00c24
14,"Friday, November 29, 2019",Memphis,34,18,home,#012169,#001a54,Cincinnati,24,19,away,#C8102E,#a00c24
14,"Friday, November 29, 2019",Boise St.,31,20,away,#0032A0,#002880,Colorado St.,24,,home,#2C5234,#234129
14,"Friday, November 29, 2019",Washington,31,,home,#330072,#28005b,Washington St.,13,,away,#9D2235,#7d1b2a
14,"Friday, November 29, 2019",West Virginia,20,,away,#002855,#002044,TCU,17,,home,#582C83,#462368
14,"Friday, November 29, 2019",South Alabama,34,,home,#BF0D3E,#980a31,Arkansas St.,30,,away,#C8102E,#a00c24
14,"Friday, November 29, 2019",Appalachian St.,48,25,away,#010101,#000,Troy,13,,home,#9D2235,#7d1b2a
14,"Friday, November 29, 2019",UCF,34,,home,#010101,#000,South Fla.,7,,away,#006747,#005238
14,"Saturday, November 30, 2019",Tulsa,49,,away,#002D72,#00245b,East Carolina,24,,home,#582C83,#462368
14,"Saturday, November 30, 2019",Georgia,52,4,away,#DA291C,#ae2016,Georgia Tech,7,,home,#B3A369,#8f8254
14,"Saturday, November 30, 2019",Kentucky,45,,home,#0032A0,#002880,Louisville,13,,away,#BA0C2F,#940925
14,"Saturday, November 30, 2019",Clemson,38,3,away,#FF6720,#cc5219,South Carolina,3,,home,#862633,#6b1e28
14,"Saturday, November 30, 2019",Coastal Carolina,24,,home,#007377,#005c5f,Texas St.,21,,away,#572932,#452028
14,"Saturday, November 30, 2019",Northwestern,29,,away,#4E2A84,#3e2169,Illinois,10,,home,#E04E39,#b33e2d
14,"Saturday, November 30, 2019",Marshall,30,,home,#00B140,#008d33,FIU,27,,away,#041E42,#031834
14,"Saturday, November 30, 2019",Ohio St.,56,1,away,#BA0C2F,#940925,Michigan,27,13,home,#041E42,#031834
14,"Saturday, November 30, 2019",Indiana,44,,away,#9D2235,#7d1b2a,Purdue,41,,home,#010101,#000
14,"Saturday, November 30, 2019",Syracuse,39,,home,#DC4405,#b03604,Wake Forest,30,,away,#010101,#000
14,"Saturday, November 30, 2019",Air Force,20,,home,#0032A0,#002880,Wyoming,6,,away,#4E3629,#3e2b20
14,"Saturday, November 30, 2019",Charlotte,38,,away,#046A38,#03542c,Old Dominion,22,,home,#003057,#002645
14,"Saturday, November 30, 2019",Liberty,49,,home,#A6192E,#841424,New Mexico St.,28,,away,#861F41,#6b1834
14,"Saturday, November 30, 2019",Western Ky.,31,,home,#C8102E,#a00c24,Middle Tenn.,26,,away,#005EB8,#004b93
14,"Saturday, November 30, 2019",Rice,30,,away,#00205B,#001948,UTEP,16,,home,#041E42,#031834
14,"Saturday, November 30, 2019",UNLV,33,,away,#C8102E,#a00c24,Nevada,30,,home,#041E42,#031834
14,"Saturday, November 30, 2019",Michigan St.,19,,home,#173F35,#12322a,Maryland,16,,away,#C8102E,#a00c24
14,"Saturday, November 30, 2019",Duke,27,,home,#002D72,#00245b,Miami (FL),17,,away,#154734,#103829
14,"Saturday, November 30, 2019",Boston College,26,,away,#862633,#6b1e28,Pittsburgh,19,,home,#003594,#002a76
14,"Saturday, November 30, 2019",Auburn,48,15,home,#0C2340,#091c33,Alabama,45,5,away,#9D2235,#7d1b2a
14,"Saturday, November 30, 2019",Penn St.,27,10,home,#041E42,#031834,Rutgers,6,,away,#C8102E,#a00c24
14,"Saturday, November 30, 2019",Wisconsin,38,12,away,#BA0C2F,#940925,Minnesota,17,8,home,#861F41,#6b1834
14,"Saturday, November 30, 2019",Louisiana Tech,41,,home,#003087,#00266c,UTSA,27,,away,#0C2340,#091c33
14,"Saturday, November 30, 2019",Baylor,61,9,away,#1D3C34,#173029,Kansas,6,,home,#003DA5,#003084
14,"Saturday, November 30, 2019",Temple,49,,home,#b30838,#8f062c,UConn,17,,away,#0C2340,#091c33
14,"Saturday, November 30, 2019",Fla. Atlantic,34,,home,#002855,#002044,Southern Miss.,17,,away,#010101,#000
14,"Saturday, November 30, 2019",UAB,26,,away,#006341,#004f34,North Texas,21,,home,#007A33,#006128
14,"Saturday, November 30, 2019",Tennessee,28,,home,#FF8200,#cc6800,Vanderbilt,10,,away,#010101,#000
14,"Saturday, November 30, 2019",Notre Dame,45,16,away,#0C2340,#091c33,Stanford,24,,home,#9D2235,#7d1b2a
14,"Saturday, November 30, 2019",Oregon,24,14,home,#173F35,#12322a,Oregon St.,10,,away,#DC4405,#b03604
14,"Saturday, November 30, 2019",Utah St.,38,,away,#00263A,#001e2e,New Mexico,25,,home,#BA0C2F,#940925
14,"Saturday, November 30, 2019",SMU,37,,home,#C8102E,#a00c24,Tulane,20,,away,#006747,#005238
14,"Saturday, November 30, 2019",Ga. Southern,38,,home,#041E42,#031834,Georgia St.,10,,away,#0032A0,#002880
14,"Saturday, November 30, 2019",North Carolina,41,,away,#7BAFD4,#628ca9,NC State,10,,home,#C8102E,#a00c24
14,"Saturday, November 30, 2019",LSU,50,2,home,#582C83,#462368,Texas A&M,7,,away,#500000,#400000
14,"Saturday, November 30, 2019",Kansas St.,27,,home,#582C83,#462368,Iowa St.,17,23,away,#A6192E,#841424
14,"Saturday, November 30, 2019",Navy,56,,away,#00205B,#001948,Houston,41,,home,#C8102E,#a00c24
14,"Saturday, November 30, 2019",Louisiana,31,,home,#C8102E,#a00c24,La.-Monroe,30,,away,#6F2C3F,#582332
14,"Saturday, November 30, 2019",Florida,40,11,home,#003087,#00266c,Florida St.,17,,away,#782F40,#602533
14,"Saturday, November 30, 2019",Utah,45,6,home,#BA0C2F,#940925,Colorado,15,,away,#010101,#000
14,"Saturday, November 30, 2019",Oklahoma,34,7,away,#9D2235,#7d1b2a,Oklahoma St.,16,21,home,#E35205,#b54104
14,"Saturday, November 30, 2019",San Diego St.,13,,home,#A6192E,#841424,BYU,3,,away,#002E5D,#00244a
14,"Saturday, November 30, 2019",Arizona St.,24,,home,#7D2248,#641b39,Arizona,14,,away,#00205B,#001948
14,"Saturday, November 30, 2019",San Jose St.,17,,home,#0032A0,#002880,Fresno St.,16,,away,#D50032,#aa0028
14,"Saturday, November 30, 2019",California,28,,away,#041E42,#031834,UCLA,18,,home,#0072CE,#005ba4
14,"Sunday, December 01, 2019",Hawaii,52,,home,#154734,#103829,Army West Point,31,,away,#010101,#000
15,"Friday, December 06, 2019",Oregon,37,13,home,#173F35,#12322a,Utah,15,5,away,#BA0C2F,#940925
15,"Saturday, December 07, 2019",Appalachian St.,45,21,home,#010101,#000,Louisiana,38,,away,#C8102E,#a00c24
15,"Saturday, December 07, 2019",Oklahoma,30,6,home,#9D2235,#7d1b2a,Baylor,23,7,away,#1D3C34,#173029
15,"Saturday, December 07, 2019",Miami (OH),26,,away,#C8102E,#a00c24,Central Mich.,21,,home,#6F263D,#581e30
15,"Saturday, December 07, 2019",Fla. Atlantic,49,,home,#002855,#002044,UAB,6,,away,#006341,#004f34
15,"Saturday, December 07, 2019",Memphis,29,17,home,#012169,#001a54,Cincinnati,24,20,away,#C8102E,#a00c24
15,"Saturday, December 07, 2019",Boise St.,31,19,home,#0032A0,#002880,Hawaii,10,,away,#154734,#103829
15,"Saturday, December 07, 2019",LSU,37,2,home,#582C83,#462368,Georgia,10,4,away,#DA291C,#ae2016
15,"Saturday, December 07, 2019",Clemson,62,3,home,#FF6720,#cc5219,Virginia,17,23,away,#232D4B,#1c243c
15,"Saturday, December 07, 2019",Ohio St.,34,1,away,#BA0C2F,#940925,Wisconsin,21,8,home,#BA0C2F,#940925
16,"Saturday, December 14, 2019",Navy,31,23,home,#00205B,#001948,Army West Point,7,,away,#010101,#000
17,"Friday, December 18, 2020",UAB,22,,away,#006341,#004f34,Marshall,13,,home,#00B140,#008d33
17,"Friday, December 18, 2020",Ball St.,38,,away,#BA0C2F,#940925,Buffalo,28,,home,#0057B8,#004593
17,"Friday, December 18, 2020",Nebraska,28,,away,#C8102E,#a00c24,Rutgers,21,,home,#C8102E,#a00c24
17,"Friday, December 18, 2020",Oregon,31,,away,#173F35,#12322a,Southern California,24,13,home,#9D2235,#7d1b2a
17,"Saturday, December 19, 2020",Texas A&M,34,5,away,#500000,#400000,Tennessee,13,,home,#FF8200,#cc6800
17,"Saturday, December 19, 2020",Oklahoma,27,10,away,#9D2235,#7d1b2a,Iowa St.,21,6,home,#A6192E,#841424
17,"Saturday, December 19, 2020",Ohio St.,22,4,home,#CE0F3E,#a40c31,Northwestern,10,14,away,#4E2A84,#3e2169
17,"Saturday, December 19, 2020",Utah,45,,home,#BA0C2F,#940925,Washington St.,28,,away,#9D2235,#7d1b2a
17,"Saturday, December 19, 2020",Army West Point,10,,home,#010101,#000,Air Force,7,,away,#0032A0,#002880
17,"Saturday, December 19, 2020",Mississippi St.,51,,home,#6F2C3F,#582332,Missouri,32,,away,#010101,#000
17,"Saturday, December 19, 2020",LSU,53,,home,#582C83,#462368,Ole Miss,48,,away,#C8102E,#a00c24
17,"Saturday, December 19, 2020",Clemson,34,3,away,#FF6720,#cc5219,Notre Dame,10,2,home,#0C2340,#091c33
17,"Saturday, December 19, 2020",Wisconsin,20,,home,#BA0C2F,#940925,Minnesota,17,,away,#861F41,#6b1834
17,"Saturday, December 19, 2020",San Jose St.,34,24,home,#0032A0,#002880,Boise St.,20,,away,#0032A0,#002880
17,"Saturday, December 19, 2020",Penn St.,56,,home,#041E42,#031834,Illinois,21,,away,#E04E39,#b33e2d
17,"Saturday, December 19, 2020",Stanford,48,,away,#9D2235,#7d1b2a,UCLA,47,,home,#0072CE,#005ba4
17,"Saturday, December 19, 2020",Alabama,52,1,away,#9D2235,#7d1b2a,Florida,46,7,home,#003087,#00266c
17,"Saturday, December 19, 2020",Cincinnati,27,9,home,#C8102E,#a00c24,Tulsa,24,23,away,#002D72,#00245b
17,"Saturday, December 19, 2020",Arizona St.,46,,away,#8A0C3C,#6e0930,Oregon St.,33,,home,#DC4405,#b03604
17,"Monday, December 21, 2020",App State,56,,away,#010101,#000,North Texas,28,,home,#007A33,#006128
17,"Tuesday, December 22, 2020",Nevada,38,,home,#041E42,#031834,Tulane,27,,away,#006747,#005238
17,"Tuesday, December 22, 2020",BYU,49,16,home,#002E5D,#00244a,UCF,23,,away,#010101,#000
17,"Wednesday, December 23, 2020",Ga. Southern,38,,home,#041E42,#031834,Louisiana Tech,3,,away,#003087,#00266c
17,"Wednesday, December 23, 2020",Memphis,25,,away,#012169,#001a54,Fla. Atlantic,10,,home,#002855,#002044
17,"Thursday, December 24, 2020",Hawaii,28,,away,#154734,#103829,Houston,14,,home,#E51636,#b7112b
17,"Friday, December 25, 2020",Buffalo,17,,home,#0057B8,#004593,Marshall,10,,away,#00B140,#008d33
17,"Saturday, December 26, 2020",Georgia St.,39,,home,#264391,#1e3574,Western Ky.,21,,away,#C8102E,#a00c24
17,"Saturday, December 26, 2020",Louisiana,31,19,away,#C8102E,#a00c24,UTSA,24,,home,#0C2340,#091c33
17,"Saturday, December 26, 2020",Liberty,37,,away,#971A1F,#781418,Coastal Carolina,34,12,home,#007377,#005c5f
