week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color
7,"Saturday, October 12, 2019",Penn St.,17,10,away,#041E42,#031834,Iowa,12,17,home,#010101,#000
7,"Saturday, October 12, 2019",Navy,45,,away,#00205B,#001948,Tulsa,17,,home,#002D72,#00245b
7,"Saturday, October 12, 2019",Minnesota,34,,home,#861F41,#6b1834,Nebraska,7,,away,#C8102E,#a00c24
7,"Saturday, October 12, 2019",Louisville,62,,away,#BA0C2F,#940925,Wake Forest,59,19,home,#010101,#000
7,"Saturday, October 12, 2019",Kentucky,24,,home,#0032A0,#002880,Arkansas,20,,away,#9D2235,#7d1b2a
7,"Saturday, October 12, 2019",Notre Dame,30,9,home,#0C2340,#091c33,Southern California,27,,away,#9D2235,#7d1b2a
7,"Saturday, October 12, 2019",Utah,52,15,away,#BA0C2F,#940925,Oregon St.,7,,home,#DC4405,#b03604
7,"Saturday, October 12, 2019",LSU,42,5,home,#582C83,#462368,Florida,28,7,away,#003087,#00266c
7,"Saturday, October 12, 2019",Boise St.,59,14,home,#0032A0,#002880,Hawaii,37,,away,#154734,#103829
7,"Saturday, October 12, 2019",San Diego St.,26,,home,#A6192E,#841424,Wyoming,22,,away,#4E3629,#3e2b20
7,"Saturday, October 12, 2019",Washington,51,,away,#330072,#28005b,Arizona,27,,home,#00205B,#001948
8,"Wednesday, October 16, 2019",Troy,37,,home,#9D2235,#7d1b2a,South Alabama,13,,away,#BF0D3E,#980a31
8,"Thursday, October 17, 2019",Louisiana,37,,away,#C8102E,#a00c24,Arkansas St.,20,,home,#C8102E,#a00c24
8,"Thursday, October 17, 2019",UCLA,34,,away,#0072CE,#005ba4,Stanford,16,,home,#9D2235,#7d1b2a
8,"Friday, October 18, 2019",Marshall,36,,away,#00B140,#008d33,Fla. Atlantic,31,,home,#002855,#002044
8,"Friday, October 18, 2019",Pittsburgh,27,,away,#003594,#002a76,Syracuse,20,,home,#DC4405,#b03604
8,"Friday, October 18, 2019",Ohio St.,52,4,away,#BA0C2F,#940925,Northwestern,3,,home,#4E2A84,#3e2169
8,"Friday, October 18, 2019",Fresno St.,56,,home,#D50032,#aa0028,UNLV,27,,away,#C8102E,#a00c24
8,"Saturday, October 19, 2019",Illinois,24,,home,#E04E39,#b33e2d,Wisconsin,23,6,away,#BA0C2F,#940925
8,"Saturday, October 19, 2019",Ohio,45,,home,#2C5234,#234129,Kent St.,38,,away,#00205B,#001948
8,"Saturday, October 19, 2019",Iowa,26,23,home,#010101,#000,Purdue,20,,away,#010101,#000
8,"Saturday, October 19, 2019",Houston,24,,away,#C8102E,#a00c24,UConn,17,,home,#0C2340,#091c33
8,"Saturday, October 19, 2019",Boston College,45,,home,#862633,#6b1e28,NC State,24,,away,#C8102E,#a00c24
8,"Saturday, October 19, 2019",Georgia Tech,28,,away,#B3A369,#8f8254,Miami (FL),21,,home,#154734,#103829
8,"Saturday, October 19, 2019",Iowa St.,34,,away,#A6192E,#841424,Texas Tech,24,,home,#DA291C,#ae2016
8,"Saturday, October 19, 2019",Clemson,45,3,away,#FF6720,#cc5219,Louisville,10,,home,#BA0C2F,#940925
8,"Saturday, October 19, 2019",Florida,38,9,away,#003087,#00266c,South Carolina,27,,home,#862633,#6b1e28
8,"Saturday, October 19, 2019",Auburn,51,11,away,#0C2340,#091c33,Arkansas,10,,home,#9D2235,#7d1b2a
8,"Saturday, October 19, 2019",Oklahoma,52,5,home,#9D2235,#7d1b2a,West Virginia,14,,away,#002855,#002044
8,"Saturday, October 19, 2019",Central Mich.,38,,away,#6F263D,#581e30,Bowling Green,20,,home,#FE5000,#cb4000
8,"Saturday, October 19, 2019",Ball St.,52,,home,#BA0C2F,#940925,Toledo,14,,away,#00205B,#001948
8,"Saturday, October 19, 2019",Miami (OH),27,,home,#C8102E,#a00c24,Northern Ill.,24,,away,#BA0C2F,#940925
8,"Saturday, October 19, 2019",Oregon St.,21,,away,#DC4405,#b03604,California,17,,home,#041E42,#031834
8,"Saturday, October 19, 2019",Kansas St.,24,,home,#582C83,#462368,TCU,17,,away,#582C83,#462368
8,"Saturday, October 19, 2019",Ga. Southern,30,,home,#041E42,#031834,Coastal Carolina,27,,away,#007377,#005c5f
8,"Saturday, October 19, 2019",Wyoming,23,,home,#4E3629,#3e2b20,New Mexico,10,,away,#BA0C2F,#940925
8,"Saturday, October 19, 2019",LSU,36,2,away,#582C83,#462368,Mississippi St.,13,,home,#6F2C3F,#582332
8,"Saturday, October 19, 2019",Indiana,34,,away,#9D2235,#7d1b2a,Maryland,28,,home,#C8102E,#a00c24
8,"Saturday, October 19, 2019",SMU,45,19,home,#C8102E,#a00c24,Temple,21,,away,#b30838,#8f062c
8,"Saturday, October 19, 2019",Oregon,35,12,away,#173F35,#12322a,Washington,31,25,home,#330072,#28005b
8,"Saturday, October 19, 2019",Louisiana Tech,45,,home,#003087,#00266c,Southern Miss.,30,,away,#010101,#000
8,"Saturday, October 19, 2019",Minnesota,42,20,away,#861F41,#6b1834,Rutgers,7,,home,#C8102E,#a00c24
8,"Saturday, October 19, 2019",Cincinnati,24,21,home,#C8102E,#a00c24,Tulsa,13,,away,#002D72,#00245b
8,"Saturday, October 19, 2019",Virginia,48,,home,#232D4B,#1c243c,Duke,14,,away,#002D72,#00245b
8,"Saturday, October 19, 2019",Navy,35,,home,#00205B,#001948,South Fla.,3,,away,#006747,#005238
8,"Saturday, October 19, 2019",Buffalo,21,,away,#0057B8,#004593,Akron,0,,home,#041E42,#031834
8,"Saturday, October 19, 2019",Virginia Tech,43,,home,#861F41,#6b1834,North Carolina,41,,away,#7BAFD4,#628ca9
8,"Saturday, October 19, 2019",Appalachian St.,52,24,home,#010101,#000,La.-Monroe,7,,away,#6F2C3F,#582332
8,"Saturday, October 19, 2019",North Texas,33,,home,#007A33,#006128,Middle Tenn.,30,,away,#005EB8,#004b93
8,"Saturday, October 19, 2019",Baylor,45,18,away,#1D3C34,#173029,Oklahoma St.,27,,home,#E35205,#b54104
8,"Saturday, October 19, 2019",Western Ky.,30,,home,#C8102E,#a00c24,Charlotte,14,,away,#046A38,#03542c
8,"Saturday, October 19, 2019",Vanderbilt,21,,home,#010101,#000,Missouri,14,22,away,#010101,#000
8,"Saturday, October 19, 2019",UAB,38,,home,#006341,#004f34,Old Dominion,14,,away,#003057,#002645
8,"Saturday, October 19, 2019",Georgia,21,10,home,#DA291C,#ae2016,Kentucky,0,,away,#0032A0,#002880
8,"Saturday, October 19, 2019",UTSA,31,,home,#0C2340,#091c33,Rice,27,,away,#00205B,#001948
8,"Saturday, October 19, 2019",Utah,21,13,home,#BA0C2F,#940925,Arizona St.,3,17,away,#7D2248,#641b39
8,"Saturday, October 19, 2019",Liberty,59,,home,#A6192E,#841424,Maine,44,,away,#0C2340,#091c33
8,"Saturday, October 19, 2019",UCF,41,,home,#010101,#000,East Carolina,28,,away,#582C83,#462368
8,"Saturday, October 19, 2019",Eastern Mich.,34,,home,#046A38,#03542c,Western Mich.,27,,away,#693F23,#54321c
8,"Saturday, October 19, 2019",FIU,32,,home,#041E42,#031834,UTEP,17,,away,#041E42,#031834
8,"Saturday, October 19, 2019",Memphis,47,,home,#012169,#001a54,Tulane,17,,away,#006747,#005238
8,"Saturday, October 19, 2019",San Diego St.,27,,away,#A6192E,#841424,San Jose St.,17,,home,#0032A0,#002880
8,"Saturday, October 19, 2019",Texas,50,15,home,#CB6015,#a24c10,Kansas,48,,away,#003DA5,#003084
8,"Saturday, October 19, 2019",Georgia St.,28,,home,#0032A0,#002880,Army West Point,21,,away,#010101,#000
8,"Saturday, October 19, 2019",Washington St.,41,,home,#9D2235,#7d1b2a,Colorado,10,,away,#010101,#000
8,"Saturday, October 19, 2019",Penn St.,28,7,home,#041E42,#031834,Michigan,21,16,away,#041E42,#031834
8,"Saturday, October 19, 2019",Wake Forest,22,,home,#010101,#000,Florida St.,20,,away,#782F40,#602533
8,"Saturday, October 19, 2019",Texas A&M,24,,away,#500000,#400000,Ole Miss,17,,home,#00205B,#001948
8,"Saturday, October 19, 2019",Alabama,35,1,home,#9D2235,#7d1b2a,Tennessee,13,,away,#FF8200,#cc6800
8,"Saturday, October 19, 2019",Southern California,41,,home,#9D2235,#7d1b2a,Arizona,14,,away,#00205B,#001948
8,"Saturday, October 19, 2019",BYU,28,,home,#002E5D,#00244a,Boise St.,25,14,away,#0032A0,#002880
8,"Saturday, October 19, 2019",Utah St.,36,,home,#00263A,#001e2e,Nevada,10,,away,#041E42,#031834
8,"Saturday, October 19, 2019",Air Force,56,,away,#0032A0,#002880,Hawaii,26,,home,#154734,#103829
9,"Thursday, October 24, 2019",SMU,34,16,away,#C8102E,#a00c24,Houston,31,,home,#C8102E,#a00c24
9,"Friday, October 25, 2019",Southern California,35,,away,#9D2235,#7d1b2a,Colorado,31,,home,#010101,#000
9,"Saturday, October 26, 2019",Miami (FL),16,,away,#154734,#103829,Pittsburgh,12,,home,#003594,#002a76
9,"Saturday, October 26, 2019",San Jose St.,34,,away,#0032A0,#002880,Army West Point,29,,home,#010101,#000
9,"Saturday, October 26, 2019",Appalachian St.,30,21,away,#010101,#000,South Alabama,3,,home,#BF0D3E,#980a31
9,"Saturday, October 26, 2019",Illinois,24,,away,#E04E39,#b33e2d,Purdue,6,,home,#010101,#000
9,"Saturday, October 26, 2019",Ohio St.,38,3,home,#BA0C2F,#940925,Wisconsin,7,13,away,#BA0C2F,#940925
9,"Saturday, October 26, 2019",Texas A&M,49,,home,#500000,#400000,Mississippi St.,30,,away,#6F2C3F,#582332
9,"Saturday, October 26, 2019",Western Mich.,49,,home,#693F23,#54321c,Bowling Green,10,,away,#FE5000,#cb4000
9,"Saturday, October 26, 2019",Iowa,20,20,away,#010101,#000,Northwestern,0,,home,#4E2A84,#3e2169
9,"Saturday, October 26, 2019",Rutgers,44,,home,#C8102E,#a00c24,Liberty,34,,away,#A6192E,#841424
9,"Saturday, October 26, 2019",Kansas St.,48,,home,#582C83,#462368,Oklahoma,41,5,away,#9D2235,#7d1b2a
9,"Saturday, October 26, 2019",Southern Miss.,20,,away,#010101,#000,Rice,6,,home,#00205B,#001948
9,"Saturday, October 26, 2019",Ohio,34,,away,#2C5234,#234129,Ball St.,21,,home,#BA0C2F,#940925
9,"Saturday, October 26, 2019",Wyoming,31,,home,#4E3629,#3e2b20,Nevada,3,,away,#041E42,#031834
9,"Saturday, October 26, 2019",Marshall,26,,home,#00B140,#008d33,Western Ky.,23,,away,#C8102E,#a00c24
9,"Saturday, October 26, 2019",Ga. Southern,41,,home,#041E42,#031834,New Mexico St.,7,,away,#861F41,#6b1834
9,"Saturday, October 26, 2019",Louisville,28,,home,#BA0C2F,#940925,Virginia,21,,away,#232D4B,#1c243c
9,"Saturday, October 26, 2019",TCU,37,,home,#582C83,#462368,Texas,27,15,away,#CB6015,#a24c10
9,"Saturday, October 26, 2019",Fla. Atlantic,41,,away,#002855,#002044,Old Dominion,3,,home,#003057,#002645
9,"Saturday, October 26, 2019",Toledo,37,,home,#00205B,#001948,Eastern Mich.,34,,away,#046A38,#03542c
9,"Saturday, October 26, 2019",Miami (OH),23,,away,#C8102E,#a00c24,Kent St.,16,,home,#00205B,#001948
9,"Saturday, October 26, 2019",Penn St.,28,6,away,#041E42,#031834,Michigan St.,7,,home,#173F35,#12322a
9,"Saturday, October 26, 2019",Charlotte,39,,home,#046A38,#03542c,North Texas,38,,away,#007A33,#006128
9,"Saturday, October 26, 2019",LSU,23,2,home,#582C83,#462368,Auburn,20,9,away,#0C2340,#091c33
9,"Saturday, October 26, 2019",Middle Tenn.,50,,home,#005EB8,#004b93,FIU,17,,away,#041E42,#031834
9,"Saturday, October 26, 2019",Indiana,38,,away,#9D2235,#7d1b2a,Nebraska,31,,home,#C8102E,#a00c24
9,"Saturday, October 26, 2019",UConn,56,,away,#0C2340,#091c33,Massachusetts,35,,home,#971B2F,#781525
9,"Saturday, October 26, 2019",Northern Ill.,49,,home,#BA0C2F,#940925,Akron,0,,away,#041E42,#031834
9,"Saturday, October 26, 2019",Minnesota,52,17,home,#861F41,#6b1834,Maryland,10,,away,#C8102E,#a00c24
9,"Saturday, October 26, 2019",Florida St.,35,,home,#782F40,#602533,Syracuse,17,,away,#DC4405,#b03604
9,"Saturday, October 26, 2019",Navy,41,,home,#00205B,#001948,Tulane,38,,away,#006747,#005238
9,"Saturday, October 26, 2019",Oklahoma St.,34,,away,#E35205,#b54104,Iowa St.,27,23,home,#A6192E,#841424
9,"Saturday, October 26, 2019",Stanford,41,,home,#9D2235,#7d1b2a,Arizona,31,,away,#00205B,#001948
9,"Saturday, October 26, 2019",Buffalo,43,,home,#0057B8,#004593,Central Mich.,20,,away,#6F263D,#581e30
9,"Saturday, October 26, 2019",South Fla.,45,,away,#006747,#005238,East Carolina,20,,home,#582C83,#462368
9,"Saturday, October 26, 2019",North Carolina,20,,home,#7BAFD4,#628ca9,Duke,17,,away,#002D72,#00245b
9,"Saturday, October 26, 2019",Tennessee,41,,home,#FF8200,#cc6800,South Carolina,21,,away,#862633,#6b1e28
9,"Saturday, October 26, 2019",Hawaii,45,,away,#154734,#103829,New Mexico,31,,home,#BA0C2F,#940925
9,"Saturday, October 26, 2019",Kansas,37,,home,#003DA5,#003084,Texas Tech,34,,away,#DA291C,#ae2016
9,"Saturday, October 26, 2019",Memphis,42,,away,#012169,#001a54,Tulsa,41,,home,#002D72,#00245b
9,"Saturday, October 26, 2019",Georgia St.,52,,home,#0032A0,#002880,Troy,33,,away,#9D2235,#7d1b2a
9,"Saturday, October 26, 2019",Arkansas St.,38,,home,#C8102E,#a00c24,Texas St.,14,,away,#572932,#452028
9,"Saturday, October 26, 2019",UCF,63,,away,#010101,#000,Temple,21,,home,#b30838,#8f062c
9,"Saturday, October 26, 2019",Alabama,48,1,home,#9D2235,#7d1b2a,Arkansas,7,,away,#9D2235,#7d1b2a
9,"Saturday, October 26, 2019",Colorado St.,41,,away,#2C5234,#234129,Fresno St.,31,,home,#D50032,#aa0028
9,"Saturday, October 26, 2019",UCLA,42,,home,#0072CE,#005ba4,Arizona St.,32,24,away,#7D2248,#641b39
9,"Saturday, October 26, 2019",Clemson,59,4,home,#FF6720,#cc5219,Boston College,7,,away,#862633,#6b1e28
9,"Saturday, October 26, 2019",Michigan,45,19,home,#041E42,#031834,Notre Dame,14,8,away,#0C2340,#091c33
9,"Saturday, October 26, 2019",Kentucky,29,,home,#0032A0,#002880,Missouri,7,,away,#010101,#000
9,"Saturday, October 26, 2019",Louisiana Tech,42,,away,#003087,#00266c,UTEP,21,,home,#041E42,#031834
9,"Saturday, October 26, 2019",Utah,35,12,home,#BA0C2F,#940925,California,0,,away,#041E42,#031834
9,"Saturday, October 26, 2019",Air Force,31,,home,#0032A0,#002880,Utah St.,7,,away,#00263A,#001e2e
9,"Saturday, October 26, 2019",Oregon,37,11,home,#173F35,#12322a,Washington St.,35,,away,#9D2235,#7d1b2a
9,"Saturday, October 26, 2019",San Diego St.,20,,away,#A6192E,#841424,UNLV,17,,home,#C8102E,#a00c24
10,"Thursday, October 31, 2019",Baylor,17,12,home,#1D3C34,#173029,West Virginia,14,,away,#002855,#002044
10,"Thursday, October 31, 2019",Ga. Southern,24,,away,#041E42,#031834,Appalachian St.,21,20,home,#010101,#000
10,"Friday, November 01, 2019",Navy,56,,away,#00205B,#001948,UConn,10,,home,#0C2340,#091c33
10,"Saturday, November 02, 2019",Purdue,31,,home,#010101,#000,Nebraska,27,,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Liberty,63,,away,#A6192E,#841424,Massachusetts,21,,home,#971B2F,#781525
10,"Saturday, November 02, 2019",Wake Forest,44,23,home,#010101,#000,NC State,10,,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Michigan,38,14,away,#041E42,#031834,Maryland,7,,home,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Boston College,58,,away,#862633,#6b1e28,Syracuse,27,,home,#DC4405,#b03604
10,"Saturday, November 02, 2019",FIU,24,,home,#041E42,#031834,Old Dominion,17,,away,#003057,#002645
10,"Saturday, November 02, 2019",Central Mich.,48,,home,#6F263D,#581e30,Northern Ill.,10,,away,#BA0C2F,#940925
10,"Saturday, November 02, 2019",Buffalo,43,,away,#0057B8,#004593,Eastern Mich.,14,,home,#046A38,#03542c
10,"Saturday, November 02, 2019",UCF,44,,home,#010101,#000,Houston,29,,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Texas A&M,45,,home,#500000,#400000,UTSA,14,,away,#0C2340,#091c33
10,"Saturday, November 02, 2019",Bowling Green,35,,home,#FE5000,#cb4000,Akron,6,,away,#041E42,#031834
10,"Saturday, November 02, 2019",Notre Dame,21,16,home,#0C2340,#091c33,Virginia Tech,20,,away,#861F41,#6b1834
10,"Saturday, November 02, 2019",Coastal Carolina,36,,home,#007377,#005c5f,Troy,35,,away,#9D2235,#7d1b2a
10,"Saturday, November 02, 2019",Colorado St.,37,,home,#2C5234,#234129,UNLV,17,,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Air Force,17,,home,#0032A0,#002880,Army West Point,13,,away,#010101,#000
10,"Saturday, November 02, 2019",Georgia,24,8,away,#DA291C,#ae2016,Florida,17,6,home,#003087,#00266c
10,"Saturday, November 02, 2019",Illinois,38,,home,#E04E39,#b33e2d,Rutgers,10,,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Miami (FL),27,,away,#154734,#103829,Florida St.,10,,home,#782F40,#602533
10,"Saturday, November 02, 2019",Marshall,20,,away,#00B140,#008d33,Rice,7,,home,#00205B,#001948
10,"Saturday, November 02, 2019",Charlotte,34,,home,#046A38,#03542c,Middle Tenn.,20,,away,#005EB8,#004b93
10,"Saturday, November 02, 2019",North Texas,52,,home,#007A33,#006128,UTEP,26,,away,#041E42,#031834
10,"Saturday, November 02, 2019",Kansas St.,38,22,away,#582C83,#462368,Kansas,10,,home,#003DA5,#003084
10,"Saturday, November 02, 2019",Oklahoma St.,34,,home,#E35205,#b54104,TCU,27,,away,#582C83,#462368
10,"Saturday, November 02, 2019",Arkansas St.,48,,away,#C8102E,#a00c24,La.-Monroe,41,,home,#6F2C3F,#582332
10,"Saturday, November 02, 2019",Fla. Atlantic,35,,away,#002855,#002044,Western Ky.,24,,home,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Mississippi St.,54,,away,#6F2C3F,#582332,Arkansas,24,,home,#9D2235,#7d1b2a
10,"Saturday, November 02, 2019",Utah,33,9,away,#BA0C2F,#940925,Washington,28,,home,#330072,#28005b
10,"Saturday, November 02, 2019",Tulane,38,,home,#006747,#005238,Tulsa,26,,away,#002D72,#00245b
10,"Saturday, November 02, 2019",Clemson,59,4,home,#FF6720,#cc5219,Wofford,14,,away,#8C714C,#705a3c
10,"Saturday, November 02, 2019",Pittsburgh,20,,away,#003594,#002a76,Georgia Tech,10,,home,#B3A369,#8f8254
10,"Saturday, November 02, 2019",Oregon St.,56,,away,#DC4405,#b03604,Arizona,38,,home,#00205B,#001948
10,"Saturday, November 02, 2019",Louisiana,31,,home,#C8102E,#a00c24,Texas St.,3,,away,#572932,#452028
10,"Saturday, November 02, 2019",Tennessee,30,,home,#FF8200,#cc6800,UAB,7,,away,#006341,#004f34
10,"Saturday, November 02, 2019",Cincinnati,46,17,away,#C8102E,#a00c24,East Carolina,43,,home,#582C83,#462368
10,"Saturday, November 02, 2019",Auburn,20,11,home,#0C2340,#091c33,Ole Miss,14,,away,#00205B,#001948
10,"Saturday, November 02, 2019",Indiana,34,,home,#9D2235,#7d1b2a,Northwestern,3,,away,#4E2A84,#3e2169
10,"Saturday, November 02, 2019",South Carolina,24,,home,#862633,#6b1e28,Vanderbilt,7,,away,#010101,#000
10,"Saturday, November 02, 2019",Virginia,38,,away,#232D4B,#1c243c,North Carolina,31,,home,#7BAFD4,#628ca9
10,"Saturday, November 02, 2019",Memphis,54,24,home,#012169,#001a54,SMU,48,15,away,#C8102E,#a00c24
10,"Saturday, November 02, 2019",Oregon,56,7,away,#173F35,#12322a,Southern California,24,,home,#9D2235,#7d1b2a
10,"Saturday, November 02, 2019",UCLA,31,,home,#0072CE,#005ba4,Colorado,14,,away,#010101,#000
10,"Saturday, November 02, 2019",BYU,42,,away,#002E5D,#00244a,Utah St.,14,,home,#00263A,#001e2e
10,"Saturday, November 02, 2019",Nevada,21,,home,#041E42,#031834,New Mexico,10,,away,#BA0C2F,#940925
10,"Saturday, November 02, 2019",Boise St.,52,21,away,#0032A0,#002880,San Jose St.,42,,home,#0032A0,#002880
10,"Sunday, November 03, 2019",Fresno St.,41,,away,#D50032,#aa0028,Hawaii,38,,home,#154734,#103829
11,"Tuesday, November 05, 2019",Toledo,35,,home,#00205B,#001948,Kent St.,33,,away,#00205B,#001948
11,"Tuesday, November 05, 2019",Western Mich.,35,,home,#693F23,#54321c,Ball St.,31,,away,#BA0C2F,#940925
11,"Wednesday, November 06, 2019",Miami (OH),24,,away,#C8102E,#a00c24,Ohio,21,,home,#2C5234,#234129
11,"Thursday, November 07, 2019",Louisiana,48,,away,#C8102E,#a00c24,Coastal Carolina,7,,home,#007377,#005c5f
11,"Thursday, November 07, 2019",Temple,17,,away,#b30838,#8f062c,South Fla.,7,,home,#006747,#005238
11,"Friday, November 08, 2019",Tulsa,34,,home,#002D72,#00245b,UCF,31,,away,#010101,#000
11,"Friday, November 08, 2019",Washington,19,,away,#330072,#28005b,Oregon St.,7,,home,#DC4405,#b03604
11,"Saturday, November 09, 2019",Minnesota,31,17,home,#861F41,#6b1834,Penn St.,26,4,away,#041E42,#031834
11,"Saturday, November 09, 2019",Purdue,24,,away,#010101,#000,Northwestern,22,,home,#4E2A84,#3e2169
11,"Saturday, November 09, 2019",Ohio St.,73,1,home,#BA0C2F,#940925,Maryland,14,,away,#C8102E,#a00c24
11,"Saturday, November 09, 2019",Florida St.,38,,away,#782F40,#602533,Boston College,31,,home,#862633,#6b1e28
11,"Saturday, November 09, 2019",SMU,59,25,home,#C8102E,#a00c24,East Carolina,51,,away,#582C83,#462368
11,"Saturday, November 09, 2019",Florida,56,10,home,#003087,#00266c,Vanderbilt,0,,away,#010101,#000
11,"Saturday, November 09, 2019",Army West Point,63,,home,#010101,#000,Massachusetts,7,,away,#971B2F,#781525
11,"Saturday, November 09, 2019",Western Ky.,45,,away,#C8102E,#a00c24,Arkansas,19,,home,#9D2235,#7d1b2a
11,"Saturday, November 09, 2019",Texas Tech,38,,away,#DA291C,#ae2016,West Virginia,17,,home,#002855,#002044
11,"Saturday, November 09, 2019",Baylor,29,12,away,#1D3C34,#173029,TCU,23,,home,#582C83,#462368
11,"Saturday, November 09, 2019",Virginia,33,,home,#232D4B,#1c243c,Georgia Tech,28,,away,#B3A369,#8f8254
11,"Saturday, November 09, 2019",UTSA,24,,away,#0C2340,#091c33,Old Dominion,23,,home,#003057,#002645
11,"Saturday, November 09, 2019",Charlotte,28,,away,#046A38,#03542c,UTEP,21,,home,#041E42,#031834
11,"Saturday, November 09, 2019",Texas St.,30,,home,#572932,#452028,South Alabama,28,,away,#BF0D3E,#980a31
11,"Saturday, November 09, 2019",Colorado,16,,home,#010101,#000,Stanford,13,,away,#9D2235,#7d1b2a
11,"Saturday, November 09, 2019",Miami (FL),52,,home,#154734,#103829,Louisville,27,,away,#BA0C2F,#940925
11,"Saturday, November 09, 2019",Cincinnati,48,20,home,#C8102E,#a00c24,UConn,3,,away,#0C2340,#091c33
11,"Saturday, November 09, 2019",Virginia Tech,36,,home,#861F41,#6b1834,Wake Forest,17,19,away,#010101,#000
11,"Saturday, November 09, 2019",Troy,49,,home,#9D2235,#7d1b2a,Ga. Southern,28,,away,#041E42,#031834
11,"Saturday, November 09, 2019",Southern Miss.,37,,home,#010101,#000,UAB,2,,away,#006341,#004f34
11,"Saturday, November 09, 2019",Texas,27,,home,#CB6015,#a24c10,Kansas St.,24,16,away,#582C83,#462368
11,"Saturday, November 09, 2019",Illinois,37,,away,#E04E39,#b33e2d,Michigan St.,34,,home,#173F35,#12322a
11,"Saturday, November 09, 2019",LSU,46,2,away,#582C83,#462368,Alabama,41,3,home,#9D2235,#7d1b2a
11,"Saturday, November 09, 2019",Southern California,31,,away,#9D2235,#7d1b2a,Arizona St.,26,,home,#7D2248,#641b39
11,"Saturday, November 09, 2019",Louisiana Tech,52,,home,#003087,#00266c,North Texas,17,,away,#007A33,#006128
11,"Saturday, November 09, 2019",Ole Miss,41,,home,#00205B,#001948,New Mexico St.,3,,away,#861F41,#6b1834
11,"Saturday, November 09, 2019",Wisconsin,24,13,home,#BA0C2F,#940925,Iowa,22,18,away,#010101,#000
11,"Saturday, November 09, 2019",La.-Monroe,45,,home,#6F2C3F,#582332,Georgia St.,31,,away,#0032A0,#002880
11,"Saturday, November 09, 2019",Fla. Atlantic,37,,home,#002855,#002044,FIU,7,,away,#041E42,#031834
11,"Saturday, November 09, 2019",Utah St.,37,,away,#00263A,#001e2e,Fresno St.,35,,home,#D50032,#aa0028
11,"Saturday, November 09, 2019",California,33,,home,#041E42,#031834,Washington St.,20,,away,#9D2235,#7d1b2a
11,"Saturday, November 09, 2019",Georgia,27,6,home,#DA291C,#ae2016,Missouri,0,,away,#010101,#000
11,"Saturday, November 09, 2019",Appalachian St.,20,,away,#010101,#000,South Carolina,15,,home,#862633,#6b1e28
11,"Saturday, November 09, 2019",Clemson,55,5,away,#FF6720,#cc5219,NC State,10,,home,#C8102E,#a00c24
11,"Saturday, November 09, 2019",Notre Dame,38,15,away,#0C2340,#091c33,Duke,7,,home,#002D72,#00245b
11,"Saturday, November 09, 2019",Tennessee,17,,away,#FF8200,#cc6800,Kentucky,13,,home,#0032A0,#002880
11,"Saturday, November 09, 2019",BYU,31,,home,#002E5D,#00244a,Liberty,24,,away,#A6192E,#841424
11,"Saturday, November 09, 2019",Oklahoma,42,9,home,#9D2235,#7d1b2a,Iowa St.,41,,away,#A6192E,#841424
11,"Saturday, November 09, 2019",Boise St.,20,22,home,#0032A0,#002880,Wyoming,17,,away,#4E3629,#3e2b20
11,"Saturday, November 09, 2019",Nevada,17,,away,#041E42,#031834,San Diego St.,13,,home,#A6192E,#841424
11,"Sunday, November 10, 2019",Hawaii,42,,home,#154734,#103829,San Jose St.,40,,away,#0032A0,#002880
12,"Tuesday, November 12, 2019",Eastern Mich.,42,,away,#046A38,#03542c,Akron,14,,home,#041E42,#031834
12,"Tuesday, November 12, 2019",Western Mich.,37,,away,#693F23,#54321c,Ohio,34,,home,#2C5234,#234129
12,"Wednesday, November 13, 2019",Miami (OH),44,,home,#C8102E,#a00c24,Bowling Green,3,,away,#FE5000,#cb4000
12,"Wednesday, November 13, 2019",Northern Ill.,31,,away,#BA0C2F,#940925,Toledo,28,,home,#00205B,#001948
12,"Thursday, November 14, 2019",Kent St.,30,,home,#00205B,#001948,Buffalo,27,,away,#0057B8,#004593
12,"Thursday, November 14, 2019",Pittsburgh,34,,home,#003594,#002a76,North Carolina,27,,away,#7BAFD4,#628ca9
12,"Friday, November 15, 2019",Marshall,31,,home,#00B140,#008d33,Louisiana Tech,10,,away,#003087,#00266c
12,"Friday, November 15, 2019",San Diego St.,17,,home,#A6192E,#841424,Fresno St.,7,,away,#D50032,#aa0028
12,"Saturday, November 16, 2019",Alabama,38,5,away,#9D2235,#7d1b2a,Mississippi St.,7,,home,#6F2C3F,#582332
12,"Saturday, November 16, 2019",Oklahoma St.,31,22,home,#E35205,#b54104,Kansas,13,,away,#003DA5,#003084
12,"Saturday, November 16, 2019",Temple,29,,home,#b30838,#8f062c,Tulane,21,,away,#006747,#005238
12,"Saturday, November 16, 2019",Michigan,44,15,home,#041E42,#031834,Michigan St.,10,,away,#173F35,#12322a
